区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,小时内最高本站气压,小时内最高本站气压出现时间,小时内最低本站气压,小时内最低本站气压出现时间,3小时变压,24小时变压,气温,气温,气温,气温,气温,24小时变温,气温,气温,露点温度,水汽压,相对湿度,相对湿度,相对湿度,总云量,低云量,低云或中云的云量,低云或中云的云高,云状1,云状2,云状3,云状4,云状5,云状6,云状7,云状8,低云状,中云状,高云状,水平能见度（人工）,1分钟平均水平能见度,10分钟平均水平能见度,最小水平能见度,最小水平能见度出现时间,降水量,过去3小时降水量,过去6小时降水量,过去12小时降水量,过去24小时降水量,人工加密观测降水量,人工加密观测降水量描述时间周期,现在天气,过去天气1,过去天气2,过去天气描述时间周期,天气现象,小时蒸发量,积雪深度,雪压,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,瞬时风向,瞬时风速,小时内最大风速的风向,小时内最大风速,小时内最大风速出现时间,小时内极大风速的风向,小时内极大风速,小时内极大风速出现时间,过去6小时极大瞬时风向,过去6小时极大瞬时风速,过去12小时极大瞬时风向,过去12小时极大瞬时风速,地面温度,小时内最高地面温度,小时内最高地面温度出现时间,小时内最低地面温度,小时内最低地面温度出现时间,过去12小时最低地面温度,5cm地温,10cm地温,15cm地温,20cm地温,40cm地温,80cm地温,160cm地温,320cm地温,冻土第1冻结层上限值,冻土第1冻结层下限值,冻土第2冻结层上限值,冻土第2冻结层下限值,草面（雪面）温度,小时内草面（雪面）最高温度,小时内草面（雪面）最高温度出现时间,小时内草面（雪面）最低温度,小时内草面（雪面）最低温度出现时间,地面状态,龙卷距测站距离编码,龙卷所在方位,电线积冰直径,最大冰雹的最大直径
53578/朔州,小时数据,2019-12-17 08,2019-12-17 08:02:08,000,898.8,1035.3,898.8,800,898.1,707,2.5,11.2,-10.0,-9.8,746,-11.4,707,-8.0,1.7,-11.6,-14.1,2.1,72,72,800,1,-,-,2500,-,-,-,-,-,-,-,-,-,-,-,6700,7433,6723,6723,0800,0.0,0.0,0.0,0.0,",",-,-,0,0,0,720,"(10,03,16,)03,16,.",-,2,-,40,0.7,351,0.9,68,1.1,331,1.5,716,360,2.7,742,360,5.1,351,6.2,-11.4,-11.2,747,-12.2,705,-12.2,-8.0,-5.9,-4.2,-3.0,-0.8,1.7,6.6,11.1,0,36,-,-,-15.2,-12.8,743,-18.1,706,-,-,-,-,-
53578/朔州,小时数据,2019-12-17 07,2019-12-17 06:59:10,000,898.1,1034.7,898.1,657,897.2,601,1.5,11.0,-10.9,-10.2,602,-11.5,626,-8.7,1.7,-11.6,-14.0,2.1,78,75,601,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22100,21862,22351,20154,0601,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(10,).",-,-,-,342,1.4,342,1.2,334,1.7,321,1.7,637,315,3.2,635,360,5.1,340,6.3,-12.1,-11.5,601,-12.1,649,-12.1,-8.1,-5.7,-4.0,-2.9,-0.8,1.7,6.6,11.1,-,-,-,-,-17.1,-15.8,613,-17.2,628,-,-,-,-,-
53578/朔州,小时数据,2019-12-17 06,2019-12-17 05:59:12,000,897.2,1033.1,897.2,558,896.3,501,0.8,10.1,-10.2,-7.5,501,-10.3,558,-8.0,1.7,-11.6,-13.8,2.1,75,67,507,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16800,23739,19858,16394,0538,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(10,).",-,-,-,301,1.4,290,1.1,292,1.6,341,1.7,501,329,2.3,501,360,5.1,340,6.3,-11.5,-10.2,508,-11.5,600,-11.6,-7.5,-5.3,-3.7,-2.7,-0.8,1.7,6.6,11.1,-,-,-,-,-16.0,-11.0,504,-16.3,556,-,-,-,-,-
53578/朔州,小时数据,2019-12-17 05,2019-12-17 04:59:08,000,896.3,1031.1,896.7,402,896.3,500,0.2,8.8,-7.5,-7.0,414,-8.8,401,-5.4,1.7,-11.6,-12.4,2.4,68,68,459,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12800,18247,17497,8251,0426,0.0,0.0,0.0,0.0,0.1,-,-,0,-,-,-,"(10,).",-,-,-,342,1.6,341,1.7,340,2.5,350,2.6,406,360,5.1,401,360,5.1,340,6.3,-10.3,-10.1,424,-11.3,401,-11.6,-7.2,-5.2,-3.6,-2.5,-0.8,1.7,6.6,11.1,-,-,-,-,-11.5,-9.8,415,-13.0,436,-,-,-,-,-
53578/朔州,小时数据,2019-12-17 04,2019-12-17 03:59:12,000,896.6,1031.8,896.6,400,896.3,310,1.1,8.6,-9.4,-9.4,400,-11.6,326,-7.4,1.7,-11.6,-11.4,2.6,85,80,301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15400,16159,16568,7819,0301,0.0,0.0,0.0,0.0,0.1,-,-,0,-,-,-,"(10,).",-,-,-,355,3.3,8,1.9,346,4.5,8,1.9,400,354,4.9,359,354,4.9,315,6.8,-11.4,-11.1,301,-11.6,352,-11.6,-7.5,-5.0,-3.3,-2.3,-0.8,1.7,6.7,11.1,-,-,-,-,-11.4,-11.4,400,-17.3,308,-,-,-,-,-
53578/朔州,小时数据,2019-12-17 03,2019-12-17 02:59:18,000,896.4,1031.9,896.4,240,896.1,201,1.2,8.0,-10.9,-9.4,201,-11.0,252,-9.0,1.7,-11.0,-13.7,2.1,80,76,201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7900,9364,7914,7028,0212,0.0,0.0,0.0,0.0,0.2,-,-,0,-,-,-,"(10,).",-,-,-,275,1.0,273,1.3,261,1.1,273,1.3,256,272,2.4,254,349,3.9,312,7.0,-11.1,-10.6,201,-11.1,259,-11.1,-7.0,-4.7,-3.0,-2.0,-0.8,1.7,6.7,11.1,-,-,-,-,-16.2,-13.8,203,-16.2,244,-,-,-,-,-
53578/朔州,小时数据,2019-12-17 02,2019-12-17 01:59:17,000,896.1,1031.1,896.1,158,895.4,111,1.3,7.1,-9.4,-8.1,101,-9.4,200,-7.4,1.7,-9.4,-12.8,2.3,76,76,101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8100,11456,8133,8133,0200,0.0,0.0,0.0,0.0,0.3,-,-,0,0,0,-,.,-,-,-,321,0.9,325,0.9,334,1.2,343,1.6,132,332,2.2,132,351,6.2,312,7.0,-10.6,-10.1,101,-10.6,149,-10.6,-6.6,-4.3,-2.7,-1.8,-0.8,1.7,6.7,11.1,-,-,-,-,-14.2,-13.5,145,-15.5,141,-,-,-,-,-
53578/朔州,小时数据,2019-12-17 01,2019-12-17 00:59:17,000,895.5,1029.9,895.5,37,895.1,1,1.0,6.0,-8.0,-5.3,1,-8.0,58,-6.0,1.7,-8.0,-11.5,2.5,76,65,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16300,16327,16351,16351,0100,0.0,0.0,0.0,0.0,0.4,-,-,0,-,-,-,.,-,-,-,21,0.9,16,0.8,57,1.1,280,1.0,1,281,1.7,25,340,6.3,272,8.7,-10.0,-8.8,1,-10.0,55,-10.0,-6.1,-3.8,-2.4,-1.6,-0.8,1.7,6.7,11.1,-,-,-,-,-14.7,-9.9,6,-14.9,55,-,-,-,-,-
53578/朔州,小时数据,2019-12-17 00,2019-12-16 23:59:11,000,895.2,1028.9,895.2,2352,894.8,2301,1.3,5.5,-5.2,-4.2,2301,-5.2,0,-3.2,1.7,-5.2,-10.9,2.7,64,63,2334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20400,19988,20445,20408,2359,0.0,0.0,0.0,0.0,0.4,-,-,0,-,-,-,.,-,-,-,284,1.1,274,1.1,275,1.6,252,2.1,2332,247,3.7,2325,340,6.3,272,8.7,-8.8,-8.1,2301,-8.8,2359,-8.8,-5.3,-3.4,-2.1,-1.4,-0.8,1.7,6.7,11.1,-,-,-,-,-11.3,-6.9,2334,-11.3,2358,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 23,2019-12-16 22:59:08,000,894.8,1028.2,894.9,2251,894.5,2201,1.2,4.8,-4.1,-3.7,2232,-4.4,2251,-2.1,1.7,-4.4,-9.9,2.9,64,64,2258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20600,23719,23370,17927,2201,0.0,0.0,0.0,0.0,1.0,-,-,0,-,-,-,.,-,-,-,319,1.1,287,1.5,340,1.6,291,1.9,2226,281,3.3,2252,340,6.3,230,9.0,-8.1,-7.7,2201,-8.1,2247,-8.1,-4.9,-3.1,-1.9,-1.3,-0.9,1.7,6.7,11.1,-,-,-,-,-8.5,-6.3,2232,-8.9,2212,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 22,2019-12-16 21:59:15,000,894.5,1027.9,894.5,2153,893.9,2101,1.4,4.3,-4.3,-3.3,2101,-4.4,2154,-2.3,1.7,-4.4,-8.6,3.2,72,70,2101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15200,20046,17577,15256,2147,0.0,0.0,0.0,0.0,1.3,-,-,0,-,-,-,.,-,-,-,246,1.4,239,1.5,247,1.7,341,2.1,2122,349,3.9,2117,315,6.8,230,9.0,-7.7,-6.1,2101,-7.7,2156,-7.7,-4.4,-2.6,-1.6,-1.1,-0.9,1.7,6.7,11.1,-,-,-,-,-8.4,-5.0,2101,-10.0,2155,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 21,2019-12-16 20:59:08,000,893.9,1027.0,894.0,2035,893.6,2001,1.3,3.5,-3.2,-2.3,2010,-3.2,2057,-1.2,1.7,-3.2,-7.9,3.4,70,68,2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17800,18223,18400,16744,2001,0.0,0.0,0.0,0.0,1.3,-,-,0,-,-,-,.,-,-,-,1,2.2,359,2.0,360,3.7,330,3.9,2011,351,6.2,2009,312,7.0,230,9.0,-6.1,-5.3,2001,-6.1,2056,-6.1,-3.6,-2.2,-1.3,-0.9,-0.9,1.7,6.7,11.2,-,-,-,-,-5.0,-3.6,2009,-5.0,2046,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 20,2019-12-16 20:03:09,000,893.6,1027.2,893.7,1942,893.1,1901,1.9,2.8,-2.5,-2.0,1908,-2.6,1947,-0.5,1.7,-2.6,-7.0,3.6,71,69,1910,10-,-,-,1800,-,-,-,-,-,-,-,-,-,-,-,14100,17860,16695,12825,1915,0.0,0.0,0.0,",",1.5,-,-,0,0,0,360,"(03,70,10,68,16)10,68 0806'0822,70 0807   0820'0842   0855,.",-,0,-,338,3.2,335,3.2,326,4.2,353,3.4,1944,340,6.3,1949,312,7.0,230,9.0,-5.3,-4.6,1901,-5.3,1938,-5.3,-3.1,-1.9,-1.1,-0.8,-0.9,1.7,6.7,11.1,-,-,-,-,-4.1,-3.4,1919,-5.3,1901,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 19,2019-12-16 18:59:10,000,893.1,1026.6,893.1,1849,892.5,1806,2.4,2.0,-2.1,-1.0,1801,-2.1,1858,-0.1,1.7,-2.3,-6.8,3.7,70,68,1804,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15600,15544,15688,12945,1819,0.0,0.0,0.0,0.0,1.7,-,-,0,-,-,-,"(03,70,10,68,16)10,68 0806'0822,70 0807   0820'0842   0855,.",-,-,-,24,1.9,19,1.6,23,2.1,10,1.7,1847,28,2.7,1820,272,8.7,230,9.0,-4.6,-2.2,1801,-4.6,1854,-4.6,-2.2,-1.2,-0.8,-0.8,-0.9,1.7,6.7,11.2,-,-,-,-,-5.5,-3.1,1801,-6.3,1854,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 18,2019-12-16 17:59:15,000,892.6,1025.7,892.6,1800,891.7,1701,2.8,1.7,-1.0,0.1,1711,-1.0,1759,0.8,1.7,-2.3,-6.0,3.9,69,65,1709,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16400,15249,16469,16469,1800,0.0,0.0,0.0,0.0,1.7,-,-,0,-,-,-,"(03,70,10,68,16)10,68 0806'0822,70 0807   0820'0842   0855,.",-,-,-,34,1.1,10,1.5,48,1.2,2,2.8,1725,340,5.6,1725,272,8.7,230,9.0,-2.1,-0.7,1701,-2.1,1800,-2.1,-0.7,-0.6,-0.7,-0.7,-0.9,1.7,6.7,11.2,-,-,-,-,-2.9,-0.5,1701,-3.0,1748,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 17,2019-12-16 17:02:08,000,891.7,1024.4,891.7,1656,890.6,1608,2.4,0.7,0.0,0.5,1601,0.0,1655,1.8,1.7,-2.3,-5.4,4.1,67,66,1605,10-,-,-,1800,-,-,-,-,-,-,-,-,-,-,-,20600,20229,20601,20370,1624,0.0,0.0,0.0,0.1,1.7,-,-,0,0,0,180,"(03,70,10,68,16)10,68 0806'0822,70 0807   0820'0842   0855,.",-,-,-,355,1.6,341,1.9,343,2.9,313,4.0,1607,315,6.8,1611,230,9.0,230,9.0,-0.7,-0.1,1601,-0.7,1657,-2.0,-0.3,-0.5,-0.7,-0.8,-0.9,1.7,6.7,11.2,-,-,-,-,-0.4,0.8,1601,-0.4,1659,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 16,2019-12-16 15:59:11,000,890.7,1023.1,890.7,1552,889.8,1501,1.6,-0.5,0.5,1.0,1501,0.5,1547,2.2,1.7,-2.3,-4.7,4.3,68,64,1501,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18500,24500,20280,18576,1549,0.0,0.0,0.0,0.1,1.9,-,-,0,-,-,-,"(03,70,10,68,16)10,68 0806'0822,70 0807   0820'0842   0855,.",-,-,-,312,4.8,313,3.2,312,6.3,313,3.2,1600,312,7.0,1559,230,9.0,230,9.0,-0.1,0.1,1501,-0.2,1549,-2.0,-0.2,-0.5,-0.7,-0.8,-0.9,1.7,6.7,11.2,-,-,-,-,0.8,1.6,1501,0.7,1546,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 15,2019-12-16 14:59:13,000,889.8,1021.9,889.8,1459,889.3,1401,0.7,-1.5,1.0,1.2,1401,1.0,1500,2.5,1.7,-2.3,-4.8,4.3,65,64,1401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19600,26161,20517,18428,1417,0.0,0.0,0.0,0.2,2.9,-,-,0,-,-,-,"(03,70,10,68,16)10,68 0806'0822,70 0807   0820'0842   0855,.",-,-,-,296,2.9,296,2.2,306,5.1,268,3.5,1401,252,5.4,1405,230,9.0,230,9.0,0.1,0.3,1401,0.1,1416,-2.0,-0.2,-0.5,-0.7,-0.8,-0.9,1.7,6.7,11.2,-,-,-,-,1.6,2.9,1401,1.6,1446,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 14,2019-12-16 14:03:13,CCA,889.3,1021.3,889.4,1353,889.0,1312,0.1,-2.2,1.2,1.5,1301,1.2,1309,1.4,1.7,-2.3,-4.8,4.3,64,63,1351,7,-,-,1800,-,-,-,-,-,-,-,-,-,-,-,19900,20919,20163,13469,1301,0.0,0.0,",",0.3,3.3,-,-,0,7,0,360,"(03,70,10,68,16)10,68 0806'0822,70 0807   0820'0842   0855,.",-,0,-,266,3.6,270,3.6,264,4.7,273,4.4,1336,272,8.7,1336,230,9.0,230,9.0,0.3,0.5,1341,0.0,1301,-2.0,-0.2,-0.6,-0.8,-0.9,-0.9,1.7,6.7,11.2,-,-,-,-,3.1,5.7,1326,2.4,1309,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 13,2019-12-16 12:59:16,000,889.1,1021.0,889.1,1201,888.7,1233,0.5,-2.9,1.5,1.7,1246,1.1,1201,1.1,1.7,-2.3,-4.2,4.5,66,65,1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13100,12748,13452,12644,1227,0.0,0.0,0.0,0.4,3.3,-,-,0,-,-,-,"(03,70,10,68,16)10,68 0806'0822,70 0807   0820'0842   0855,.",-,-,-,270,3.3,273,3.2,283,5.4,273,4.4,1201,249,6.6,1254,230,9.0,230,9.0,0.0,0.2,1249,0.0,1201,-2.0,-0.2,-0.6,-0.9,-0.9,-1.0,1.7,6.7,11.2,-,-,-,-,3.5,6.9,1205,3.3,1216,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 12,2019-12-16 11:59:20,000,889.1,1021.1,889.3,1132,889.1,1105,0.9,-3.8,1.1,1.5,1134,1.1,1146,0.0,1.5,-2.3,-4.1,4.5,68,65,1117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,12449,13680,13680,1200,0.0,0.0,0.0,0.4,3.3,-,-,0,-,-,-,"(03,70,10,68,16)10,68 0806'0822,70 0807   0820'0842   0855,.",-,-,-,279,4.3,272,4.6,286,5.1,250,6.0,1121,230,9.0,1114,230,9.0,230,9.0,0.0,0.0,1107,-0.1,1101,-2.0,-0.3,-0.7,-0.9,-1.0,-1.0,1.7,6.8,11.2,-,-,-,-,3.9,7.9,1134,2.5,1145,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 11,2019-12-16 11:03:08,000,889.2,1021.2,889.2,1059,888.6,1001,1.6,-4.4,1.2,1.2,1001,1.0,1011,1.2,1.2,-2.3,-4.4,4.4,66,66,1032,10-,-,-,1800,-,-,-,-,-,-,-,-,-,-,-,14200,15735,14573,14222,1058,0.0,0.0,0.1,1.0,3.3,-,-,0,7,0,180,"(03,70,10,68,16)10,68 0806'0822,70 0807   0820'0842   0855,.",-,-,-,250,5.1,249,5.2,249,7.4,248,5.2,1059,241,8.7,1044,241,8.7,241,8.7,-0.1,-0.1,1050,-0.6,1012,-2.0,-0.6,-0.9,-1.0,-1.0,-1.0,1.7,6.7,11.2,-,-,-,-,3.2,4.9,1053,1.5,1036,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 10,2019-12-16 09:59:11,000,888.6,1020.5,888.6,914,888.3,901,1.5,-5.2,1.2,1.2,955,0.7,918,1.8,1.2,-2.3,-3.5,4.7,71,71,952,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15000,18042,15021,11167,0917,0.0,0.0,0.1,1.3,3.3,-,-,0,-,-,-,"(03,70,10,68,16)10,68 0806'0822,70 0807   0820'0842   0855,.",-,-,-,242,3.6,251,3.3,235,5.6,250,5.2,944,235,7.6,939,235,7.6,235,7.6,-0.5,-0.5,956,-1.0,901,-2.0,-0.9,-1.1,-1.1,-1.0,-1.0,1.7,6.8,11.2,-,-,-,-,4.0,4.7,956,0.7,903,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 09,2019-12-16 08:59:10,000,888.2,1020.1,888.2,834,887.6,801,1.1,-5.4,1.0,1.1,856,-2.0,801,2.9,1.2,-2.3,-2.6,5.1,77,76,841,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10600,12665,12062,1989,0804,0.0,0.0,0.2,1.3,3.3,-,-,70,-,-,-,"(03,70,10,68,16)10,68 0806'0822,70 0807   0820'0842   0855,.",-,-,-,248,2.4,254,3.4,224,2.9,257,3.8,856,258,6.0,854,258,6.0,258,6.0,-1.0,-1.0,858,-1.9,801,-2.0,-1.2,-1.3,-1.2,-1.0,-1.0,1.7,6.8,11.2,-,-,-,-,0.9,0.9,858,-2.2,801,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 08,2019-12-16 08:02:11,000,887.6,1020.2,887.6,800,887.0,703,0.1,-5.3,-2.0,-2.0,757,-2.2,701,1.2,1.2,-3.3,-3.1,4.9,92,91,749,10,-,-,2700,-,-,-,-,-,-,-,-,-,-,-,1600,1953,2025,1488,0743,0.0,0.1,0.3,1.5,3.3,-,-,0,7,0,720,"(03,70,10,68,16).",-,3,-,283,1.3,286,1.2,272,1.4,289,1.2,758,292,1.7,756,292,1.7,96,1.8,-1.9,-1.9,706,-2.0,701,-2.0,-1.4,-1.3,-1.2,-1.0,-1.0,1.7,6.8,11.2,0,38,-,-,-2.2,-2.2,757,-2.6,701,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 07,2019-12-16 06:59:29,000,887.1,1019.7,887.3,647,886.9,609,-0.9,-5.4,-2.2,-2.2,601,-2.3,617,-0.3,1.2,-3.3,-3.3,4.8,92,92,601,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,2229,2196,1856,0622,0.0,0.1,0.4,1.7,3.3,-,-,10,-,-,-,"(70,10,68,).",-,-,-,302,0.7,300,0.3,312,0.7,321,1.0,628,340,1.6,607,340,1.6,96,1.8,-2.0,-1.9,601,-2.0,616,-2.0,-1.5,-1.3,-1.2,-1.0,-1.1,1.7,6.8,11.2,-,-,-,-,-2.6,-2.5,602,-2.8,615,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 06,2019-12-16 05:59:11,000,887.1,1019.6,887.5,501,886.9,539,-1.3,-5.3,-2.2,-2.1,501,-2.2,548,-1.1,1.2,-3.3,-3.3,4.8,92,91,501,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,2152,2186,2021,0547,0.1,0.2,0.4,1.7,3.3,-,-,10,-,-,-,"(70,10,68,).",-,-,-,346,0.5,355,0.6,298,0.5,4,1.0,550,17,1.4,544,96,1.8,96,1.8,-1.9,-1.9,501,-1.9,501,-2.0,-1.4,-1.3,-1.2,-1.0,-1.1,1.7,6.8,11.2,-,-,-,-,-2.5,-2.4,514,-2.6,501,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 05,2019-12-16 04:59:09,000,887.5,1020.0,887.9,401,887.4,435,-1.5,-5.2,-2.1,-1.9,423,-2.1,451,-1.3,1.2,-3.3,-3.4,4.8,91,91,401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2300,2212,2311,2230,0439,0.0,0.2,0.9,1.6,3.2,-,-,10,-,-,-,"(70,10,68,).",-,-,-,0,0.2,119,0.4,196,0.4,106,0.9,412,96,1.5,407,96,1.8,96,1.8,-1.9,-1.8,401,-1.9,443,-2.0,-1.4,-1.3,-1.2,-1.0,-1.1,1.7,6.8,11.2,-,-,-,-,-2.5,-2.2,401,-2.5,442,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 04,2019-12-16 03:59:11,000,888.0,1020.6,888.4,301,887.9,357,-1.5,-5.1,-2.0,-1.9,301,-2.1,339,-1.3,1.2,-3.3,-3.3,4.8,91,91,301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2200,2594,2447,1898,0327,0.1,0.3,1.2,1.8,3.2,-,-,22,-,-,-,"(70,10,68,).",-,-,-,88,0.9,105,0.8,85,1.2,111,0.8,359,79,1.4,358,96,1.8,96,1.8,-1.8,-1.8,301,-1.8,301,-2.0,-1.3,-1.3,-1.1,-1.0,-1.1,1.7,6.8,11.2,-,-,-,-,-2.2,-2.2,301,-2.4,327,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 03,2019-12-16 02:59:08,000,888.4,1020.9,889.0,201,888.4,257,-1.3,-5.1,-1.9,-1.9,259,-2.0,201,-1.2,1.2,-3.3,-3.2,4.8,91,91,201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2700,3045,2958,2487,0221,0.1,0.2,1.1,2.7,3.1,-,-,70,-,-,-,"(70,10,68,).",-,-,-,124,0.6,139,0.6,125,0.7,99,0.8,204,74,1.0,204,96,1.8,96,1.8,-1.8,-1.8,201,-1.8,201,-2.0,-1.3,-1.3,-1.1,-1.0,-1.1,1.7,6.8,11.2,-,-,-,-,-2.2,-2.2,201,-2.3,214,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 02,2019-12-16 01:59:14,000,889.0,1021.3,889.5,101,889.0,150,-1.0,-4.2,-2.0,-2.0,101,-2.0,101,-1.3,1.2,-3.3,-3.3,4.8,91,91,101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2600,2628,2684,2550,0115,0.1,0.7,1.2,3.0,3.0,-,-,70,0,0,-,"(70,10,68,).",-,-,-,84,0.9,92,0.6,88,1.1,100,1.1,111,99,1.5,109,96,1.8,96,1.8,-1.8,-1.8,101,-1.8,101,-2.0,-1.3,-1.3,-1.1,-1.0,-1.1,1.7,6.8,11.2,-,-,-,-,-2.2,-2.2,105,-2.3,101,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 01,2019-12-16 00:59:08,000,889.5,1021.7,889.9,10,889.3,49,-0.7,-3.6,-2.0,-2.0,1,-2.0,1,-1.6,1.2,-3.3,-3.3,4.8,91,91,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2700,2694,2723,2634,0038,0.0,0.9,1.3,2.9,2.9,-,-,22,-,-,-,"(70,10,).",-,-,-,PPC,0.0,92,0.3,PPC,0.0,109,1.1,21,96,1.8,15,96,1.8,207,2.5,-1.8,-1.8,1,-1.8,1,-2.0,-1.3,-1.2,-1.1,-1.0,-1.2,1.7,6.8,11.2,-,-,-,-,-2.3,-2.2,1,-2.4,43,-,-,-,-,-
53578/朔州,小时数据,2019-12-16 00,2019-12-15 23:59:27,000,889.7,1021.8,890.7,2312,889.7,0,-0.7,-3.7,-2.0,-1.9,2352,-2.1,2314,-1.6,1.2,-3.3,-3.3,4.8,91,88,2301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2500,2913,2674,1466,2325,0.6,0.9,1.3,2.9,2.9,-,-,22,-,-,-,"(70,10,).",-,-,-,129,1.1,129,0.8,136,1.3,281,1.0,2311,261,1.5,2310,261,1.5,136,3.1,-1.8,-1.8,2301,-1.8,2301,-2.0,-1.3,-1.2,-1.1,-1.0,-1.2,1.7,6.8,11.2,-,-,-,-,-2.2,-2.2,2325,-2.3,2301,-,-,-,-,-
53578/朔州,小时数据,2019-12-15 23,2019-12-15 22:59:23,000,890.0,1022.4,890.3,2203,889.9,2249,-0.8,-3.6,-2.0,-1.9,2212,-2.0,2201,-1.8,1.2,-3.3,-3.7,4.6,88,87,2218,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1600,1536,1643,1643,2300,0.3,0.5,0.7,2.3,2.3,-,-,70,-,-,-,"(70,10,).",-,-,-,306,0.6,334,0.5,300,0.8,107,0.8,2201,136,0.9,2212,88,1.5,136,3.1,-1.8,-1.8,2201,-1.8,2201,-2.0,-1.3,-1.2,-1.1,-1.0,-1.2,1.7,6.8,11.2,-,-,-,-,-2.3,-2.1,2219,-2.3,2239,-,-,-,-,-
53578/朔州,小时数据,2019-12-15 22,2019-12-15 21:59:11,000,890.2,1022.8,890.6,2109,890.2,2152,-0.9,-3.5,-2.0,-2.0,2101,-2.1,2125,-1.7,1.2,-3.3,-3.7,4.6,88,88,2101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3900,3953,3922,3530,2107,0.0,0.4,0.6,2.0,2.0,-,-,10,-,-,-,"(70,10,).",-,-,-,112,0.8,105,0.8,133,0.9,117,0.8,2154,99,1.2,2154,82,1.6,136,3.1,-1.8,-1.8,2101,-1.9,2126,-2.0,-1.3,-1.2,-1.0,-1.0,-1.2,1.7,6.8,11.2,-,-,-,-,-2.2,-2.2,2154,-2.6,2123,-,-,-,-,-
53578/朔州,小时数据,2019-12-15 21,2019-12-15 20:59:21,000,890.4,1023.4,890.8,2001,890.4,2058,-0.5,-3.3,-2.0,-2.0,2001,-2.0,2001,-1.4,1.2,-3.3,-3.9,4.6,87,87,2058,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3800,3680,3873,2489,2009,0.2,0.4,1.6,2.0,2.0,-,-,22,-,-,-,"(70,10,).",-,-,-,26,0.5,58,0.6,34,0.7,83,0.9,2006,99,1.2,2010,82,1.6,136,3.1,-1.8,-1.8,2001,-1.8,2001,-2.0,-1.2,-1.2,-1.0,-0.9,-1.2,1.7,6.8,11.2,-,-,-,-,-2.3,-2.2,2004,-2.4,2047,-,-,-,-,-
