区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,小时内最高本站气压,小时内最高本站气压出现时间,小时内最低本站气压,小时内最低本站气压出现时间,3小时变压,24小时变压,气温,气温,气温,气温,气温,24小时变温,气温,气温,露点温度,水汽压,相对湿度,相对湿度,相对湿度,总云量,低云量,低云或中云的云量,低云或中云的云高,云状1,云状2,云状3,云状4,云状5,云状6,云状7,云状8,低云状,中云状,高云状,水平能见度（人工）,1分钟平均水平能见度,10分钟平均水平能见度,最小水平能见度,最小水平能见度出现时间,降水量,过去3小时降水量,过去6小时降水量,过去12小时降水量,过去24小时降水量,人工加密观测降水量,人工加密观测降水量描述时间周期,现在天气,过去天气1,过去天气2,过去天气描述时间周期,天气现象,小时蒸发量,积雪深度,雪压,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,瞬时风向,瞬时风速,小时内最大风速的风向,小时内最大风速,小时内最大风速出现时间,小时内极大风速的风向,小时内极大风速,小时内极大风速出现时间,过去6小时极大瞬时风向,过去6小时极大瞬时风速,过去12小时极大瞬时风向,过去12小时极大瞬时风速,地面温度,小时内最高地面温度,小时内最高地面温度出现时间,小时内最低地面温度,小时内最低地面温度出现时间,过去12小时最低地面温度,5cm地温,10cm地温,15cm地温,20cm地温,40cm地温,80cm地温,160cm地温,320cm地温,冻土第1冻结层上限值,冻土第1冻结层下限值,冻土第2冻结层上限值,冻土第2冻结层下限值,草面（雪面）温度,小时内草面（雪面）最高温度,小时内草面（雪面）最高温度出现时间,小时内草面（雪面）最低温度,小时内草面（雪面）最低温度出现时间,地面状态,龙卷距测站距离编码,龙卷所在方位,电线积冰直径,最大冰雹的最大直径
53578/朔州,小时数据,2019-11-28 15,2019-11-28 14:59:39,000,899.1,1035.2,899.4,1401,899.0,1443,-2.5,-4.1,1.0,1.0,1500,0.1,1401,1.8,1.0,-12.4,-17.8,1.5,23,23,1422,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14300,14917,14548,14370,1457,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,)03,.",-,-,-,96,1.0,100,1.1,116,1.3,138,1.3,1452,162,2.6,1437,162,2.6,162,2.6,8.4,8.4,1500,6.9,1413,-13.8,3.6,0.6,-0.8,-1.1,0.5,5.2,9.9,12.4,-,-,-,-,5.8,5.8,1439,3.8,1408,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 14,2019-11-28 14:02:03,000,899.4,1036.0,900.5,1301,899.4,1355,-3.5,-4.2,0.0,0.0,1359,-1.4,1303,1.2,0.0,-12.4,-18.2,1.5,24,24,1357,10-,0,-,3700,-,-,-,-,-,-,-,-,-,-,-,15600,13870,15662,15454,1334,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,360,"(03,)03,.",-,0,-,144,1.2,124,1.1,142,1.6,231,1.3,1319,130,2.4,1356,130,2.4,130,2.4,8.0,8.6,1356,5.5,1302,-13.8,3.1,0.0,-1.2,-1.3,0.5,5.3,9.9,12.4,-,-,-,-,5.4,5.5,1355,2.4,1302,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 13,2019-11-28 12:59:39,000,900.6,1037.7,901.5,1201,900.6,1257,-2.9,-3.6,-1.4,-1.4,1247,-2.1,1201,1.0,-0.7,-12.4,-18.9,1.4,25,25,1206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16000,17033,16400,16086,1254,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,)03,.",-,-,-,235,1.4,232,1.1,227,2.0,119,1.5,1221,145,2.2,1219,145,2.2,145,2.2,6.3,6.7,1247,5.2,1234,-14.2,2.2,-0.7,-1.6,-1.6,0.5,5.3,9.9,12.4,-,-,-,-,3.3,3.8,1255,1.8,1226,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 12,2019-11-28 11:59:38,000,901.6,1039.1,902.9,1101,901.6,1151,-1.8,-3.6,-2.2,-2.2,1159,-3.9,1101,0.9,-0.7,-12.4,-19.1,1.4,26,26,1129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17400,21166,21121,17496,1147,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,)03,.",-,-,-,139,0.7,82,1.1,156,0.9,97,1.2,1116,79,2.0,1155,283,2.2,283,2.2,5.9,5.9,1200,0.9,1101,-14.3,0.7,-1.7,-2.2,-2.0,0.5,5.3,9.9,12.4,-,-,-,-,2.5,2.5,1156,-0.7,1110,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 11,2019-11-28 11:02:03,000,902.9,1040.9,903.5,1001,902.9,1100,-0.3,-3.5,-3.9,-3.9,1100,-4.8,1001,0.7,-0.7,-12.4,-19.7,1.3,28,28,1024,10,0,-,3600,-,-,-,-,-,-,-,-,-,-,-,20400,20055,20470,20470,1100,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,180,"(03,)03,.",-,-,-,307,0.4,275,0.6,326,0.6,269,0.9,1032,292,1.3,1030,283,2.2,283,2.2,0.8,0.8,1100,-0.9,1001,-14.3,-1.7,-2.7,-2.7,-2.3,0.6,5.3,9.9,12.4,-,-,-,-,-0.6,-0.6,1059,-2.3,1001,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 10,2019-11-28 09:59:42,000,903.5,1041.7,903.5,927,903.3,943,0.5,-3.1,-4.9,-4.9,956,-6.1,901,0.4,-0.7,-12.4,-19.8,1.3,30,30,952,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21600,23140,24129,14170,0908,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,).",-,-,-,0,0.2,271,0.5,283,0.5,360,0.9,906,11,1.1,901,283,2.2,283,2.2,-1.0,-0.6,953,-3.9,901,-14.3,-3.0,-3.6,-3.3,-2.6,0.6,5.3,9.9,12.4,-,-,-,-,-2.5,-2.0,955,-4.5,901,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 09,2019-11-28 08:59:50,000,903.4,1041.5,903.5,830,903.1,804,0.4,-3.4,-6.1,-6.1,857,-7.3,801,2.1,-0.7,-12.4,-17.8,1.5,39,39,849,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13200,14256,14065,11352,0801,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,).",-,-,-,342,0.8,277,0.4,11,1.0,139,0.7,844,283,2.2,857,283,2.2,283,2.2,-3.9,-3.9,900,-6.4,801,-14.3,-4.7,-4.5,-3.8,-2.8,0.6,5.3,9.9,12.4,-,-,-,-,-4.5,-4.5,857,-6.7,801,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 08,2019-11-28 08:02:04,000,903.2,1041.2,903.2,744,902.8,708,0.0,-3.3,-7.4,-7.4,757,-8.4,701,6.0,-0.7,-13.4,-15.8,1.8,51,50,742,10,0,-,4900,-,-,-,-,-,-,-,-,-,-,-,9300,12653,11065,7742,0740,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,720,"(03,).",-,0,-,7,0.6,17,0.4,357,0.8,359,0.9,701,332,1.0,701,11,1.8,23,2.0,-6.4,-6.4,800,-8.0,701,-14.3,-5.9,-5.2,-4.1,-3.0,0.7,5.3,9.9,12.5,0,17,-,-,-6.8,-6.8,759,-8.6,701,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 07,2019-11-28 06:59:41,000,903.0,1040.4,903.0,601,902.9,606,-0.3,-3.0,-8.4,-8.4,657,-9.4,601,5.0,-0.7,-13.8,-16.0,1.8,54,53,657,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10800,10578,10846,10132,0635,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,340,0.6,3,1.0,337,0.8,20,1.3,654,14,1.6,649,11,1.8,23,2.0,-8.0,-8.0,656,-9.2,601,-14.3,-6.7,-5.6,-4.4,-3.1,0.7,5.4,9.9,12.5,-,-,-,-,-8.6,-8.5,656,-9.8,601,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 06,2019-11-28 05:59:46,000,903.0,1040.4,903.2,501,902.8,548,-0.7,-2.6,-9.4,-9.4,551,-11.8,501,2.9,-0.7,-13.8,-16.8,1.7,55,55,559,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11300,11368,11690,11307,0543,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,270,0.5,264,0.6,269,0.6,12,1.5,539,11,1.8,531,23,2.0,130,2.1,-9.2,-9.2,544,-11.7,501,-14.3,-7.5,-6.1,-4.6,-3.1,0.8,5.4,9.9,12.4,-,-,-,-,-9.8,-9.6,544,-12.9,501,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 05,2019-11-28 04:59:54,000,903.2,1041.0,903.3,401,903.2,409,-1.1,-1.8,-11.9,-11.8,412,-12.1,434,0.8,-0.7,-13.8,-17.5,1.5,63,60,401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11800,11892,12137,11836,0452,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,86,0.6,125,0.3,96,0.9,351,1.1,443,349,1.6,444,23,2.0,145,3.2,-11.7,-11.7,500,-13.7,429,-14.3,-8.9,-6.7,-4.6,-2.9,0.8,5.4,9.9,12.4,-,-,-,-,-13.0,-13.0,458,-15.4,430,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 04,2019-11-28 03:59:41,000,903.3,1040.7,903.6,301,903.3,343,-1.2,-1.4,-12.0,-11.6,302,-12.0,335,0.3,-0.7,-13.8,-18.2,1.5,60,60,305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13500,13767,13589,12464,0301,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,330,1.1,332,1.0,329,1.1,4,1.2,328,14,1.5,328,23,2.0,145,3.2,-13.3,-12.9,301,-13.8,326,-14.3,-9.0,-6.5,-4.4,-2.7,0.9,5.4,9.9,12.4,-,-,-,-,-14.6,-14.3,350,-15.5,324,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 03,2019-11-28 02:59:44,000,903.7,1041.0,904.3,201,903.7,257,-1.0,-0.9,-11.7,-11.7,257,-12.4,201,0.0,-0.7,-13.8,-17.7,1.5,61,59,201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11000,13130,12393,9567,0224,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,333,0.7,316,0.9,332,0.7,304,0.9,255,312,1.2,255,23,2.0,102,4.0,-12.8,-12.7,229,-13.6,201,-14.3,-8.7,-6.2,-4.2,-2.5,0.9,5.4,10.0,12.5,-,-,-,-,-14.6,-14.2,225,-15.2,201,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 02,2019-11-28 01:59:47,000,904.3,1042.0,904.6,119,904.3,146,-0.3,-0.1,-12.4,-11.9,113,-12.4,130,-1.7,-0.7,-13.8,-18.8,1.4,59,57,101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10800,10535,11085,10850,0154,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,-,.,-,-,-,PPC,0.0,PPC,0.0,255,0.5,9,1.4,101,14,1.6,107,23,2.0,102,4.0,-13.6,-13.6,159,-14.2,101,-14.3,-8.9,-6.1,-3.9,-2.2,0.9,5.4,10.0,12.5,-,-,-,-,-15.3,-14.8,112,-15.8,127,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 01,2019-11-28 00:59:54,000,904.5,1042.5,904.8,16,904.5,58,-0.2,0.5,-12.2,-12.0,8,-12.3,55,-2.8,-0.7,-13.8,-19.0,1.4,57,55,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13800,12816,13863,11957,0001,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,9,1.3,11,1.4,9,1.6,14,1.4,56,23,2.0,54,23,2.0,119,4.2,-14.2,-13.7,5,-14.3,55,-14.3,-8.7,-5.7,-3.5,-1.8,0.9,5.4,10.0,12.4,-,-,-,-,-15.5,-15.3,13,-16.3,52,-,-,-,-,-
53578/朔州,小时数据,2019-11-28 00,2019-11-27 23:59:59,000,904.7,1042.9,904.7,2327,904.5,2320,0.0,1.2,-12.2,-11.6,2301,-12.2,2354,-3.3,-0.7,-13.8,-19.4,1.3,55,53,2301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10400,12716,11737,9035,2301,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,307,0.5,343,0.7,298,0.5,29,0.8,2301,360,1.2,2334,130,2.1,119,4.2,-13.9,-13.7,2303,-14.1,2341,-14.1,-8.3,-5.2,-3.0,-1.5,1.0,5.5,10.0,12.5,-,-,-,-,-16.0,-15.6,2307,-16.5,2325,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 23,2019-11-27 22:59:45,000,904.6,1043.0,904.7,2201,904.5,2222,0.1,1.4,-11.6,-11.0,2201,-11.6,2248,-3.3,-0.7,-13.8,-19.3,1.3,53,51,2201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8800,9172,8971,7639,2207,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,51,0.6,26,0.8,51,0.6,15,0.9,2257,26,1.1,2252,145,3.2,119,4.2,-13.8,-12.9,2201,-13.8,2258,-13.8,-7.8,-4.6,-2.4,-1.2,1.0,5.5,10.0,12.5,-,-,-,-,-16.2,-15.0,2201,-16.2,2237,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 22,2019-11-27 21:59:51,000,904.7,1043.2,904.7,2101,904.6,2110,0.7,2.0,-11.0,-9.7,2101,-11.0,2158,-3.6,-0.7,-13.8,-19.2,1.3,51,45,2105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7900,7275,7932,7932,2200,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,301,0.5,295,0.5,298,0.5,347,0.9,2108,360,1.2,2106,145,3.2,119,4.2,-12.9,-12.4,2101,-13.1,2151,-13.1,-7.1,-3.9,-1.9,-0.8,0.9,5.5,10.0,12.5,-,-,-,-,-14.8,-13.9,2108,-15.7,2151,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 21,2019-11-27 20:59:48,000,904.7,1043.6,904.7,2045,904.4,2019,1.1,2.7,-9.7,-8.0,2001,-9.7,2100,-2.9,-0.7,-13.8,-19.2,1.3,46,39,2001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14800,15761,15141,13163,2026,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,346,0.8,339,0.7,9,1.0,316,1.2,2011,309,1.5,2004,102,4.0,119,4.2,-12.4,-11.5,2001,-12.4,2058,-12.4,-6.4,-3.2,-1.3,-0.6,0.9,5.5,10.0,12.5,-,-,-,-,-14.8,-13.3,2042,-14.8,2100,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 20,2019-11-27 20:02:08,000,904.5,1044.3,904.5,1957,904.1,1901,1.1,3.3,-7.9,-5.0,1901,-7.9,1959,-2.3,-0.7,-13.8,-19.4,1.3,39,31,1901,5,0,-,6000,-,-,-,-,-,-,-,-,-,-,-,14200,14035,14263,13829,1937,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,360,"(05,02,03,)02,03,.",-,0,-,296,0.6,298,0.7,303,0.7,127,0.9,1901,283,1.1,1936,102,4.0,119,4.2,-11.5,-10.3,1901,-11.5,1958,-13.7,-5.5,-2.4,-0.8,-0.4,0.9,5.5,10.0,12.5,-,-,-,-,-14.2,-11.2,1901,-14.2,2000,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 19,2019-11-27 18:59:53,000,904.0,1042.9,904.0,1847,903.6,1801,0.8,3.5,-5.0,-3.9,1801,-5.0,1858,-0.8,-0.7,-13.8,-19.9,1.3,30,28,1801,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12700,15563,14261,12735,1851,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(05,02,03,)02,03,.",-,-,-,131,0.8,127,0.9,156,0.9,127,1.3,1835,130,2.1,1832,119,4.2,119,4.2,-10.2,-8.4,1802,-10.2,1859,-16.3,-4.6,-1.7,-0.4,-0.4,0.9,5.6,10.0,12.5,-,-,-,-,-11.0,-7.1,1802,-11.0,1900,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 18,2019-11-27 17:59:47,000,903.6,1041.9,903.6,1730,903.4,1701,0.4,4.0,-3.9,-2.8,1701,-3.9,1800,-2.3,-0.7,-13.8,-19.7,1.3,28,25,1701,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19900,19369,19935,19935,1800,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(05,02,03,)02,03,.",-,-,-,127,1.3,128,1.2,130,1.5,159,1.7,1705,145,3.2,1712,119,4.2,119,4.2,-8.6,-5.0,1702,-8.6,1800,-16.3,-3.7,-1.0,-0.3,-0.4,0.9,5.6,10.0,12.5,-,-,-,-,-7.4,-4.0,1702,-7.5,1752,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 17,2019-11-27 17:02:07,000,903.4,1041.4,903.4,1648,903.2,1601,-0.2,4.9,-2.8,-1.1,1601,-2.8,1700,-3.5,0.6,-13.8,-20.1,1.2,25,21,1601,3,0,-,6000,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,1601,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,180,"(05,02,03,)02,03,.",-,-,-,174,1.5,161,1.5,179,2.7,147,1.7,1624,119,3.0,1623,119,4.2,119,4.2,-5.2,3.1,1604,-5.2,1659,-16.3,-1.4,-0.2,-0.1,-0.5,0.9,5.6,10.0,12.5,-,-,-,-,-4.6,1.5,1604,-4.8,1658,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 16,2019-11-27 15:59:54,000,903.2,1040.6,903.2,1501,903.1,1508,-1.0,5.3,-1.1,-0.7,1501,-1.2,1512,-4.0,2.9,-13.8,-20.7,1.2,21,20,1502,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,1501,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(05,02,03,)02,03,.",-,-,-,97,1.8,120,1.6,113,2.6,87,2.1,1510,102,4.0,1510,119,4.2,119,4.2,3.3,8.4,1503,3.3,1600,-16.3,3.0,1.8,0.3,-0.6,0.9,5.6,10.0,12.5,-,-,-,-,0.6,5.5,1522,0.6,1600,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 15,2019-11-27 14:59:50,000,903.2,1040.4,903.6,1401,903.1,1441,-2.0,5.7,-0.8,-0.8,1415,-1.1,1401,-4.3,3.5,-13.8,-20.4,1.2,21,20,1418,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,1401,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(05,02,03,)02,03,.",-,-,-,130,1.5,112,1.7,133,2.5,100,2.2,1430,88,3.6,1421,119,4.2,119,4.2,8.1,11.6,1410,8.1,1500,-16.3,5.6,2.5,0.0,-0.8,0.9,5.6,10.0,12.5,-,-,-,-,5.2,7.5,1410,4.7,1432,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 14,2019-11-27 14:02:05,000,903.6,1040.7,904.2,1301,903.6,1354,-2.8,6.2,-1.2,-0.9,1346,-2.3,1301,-5.4,4.4,-13.8,-20.8,1.2,21,21,1335,5,0,-,6000,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,28915,1310,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,360,"(05,02,03,)02,03,.",-,0,-,119,1.6,103,1.7,125,2.0,104,2.0,1330,119,4.2,1328,119,4.2,119,4.2,10.6,12.8,1319,10.4,1359,-16.3,6.9,2.3,-0.6,-1.1,0.9,5.7,10.0,12.5,-,-,-,-,5.9,8.3,1318,5.3,1356,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 13,2019-11-27 12:59:42,000,904.2,1041.4,905.2,1201,904.2,1257,-2.4,6.4,-2.4,-2.2,1250,-3.4,1206,-5.2,4.6,-13.8,-20.7,1.2,23,23,1232,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,1201,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(05,02,03,)02,03,.",-,-,-,318,1.0,281,1.4,303,1.0,155,2.0,1225,193,3.4,1201,190,3.5,190,3.5,11.9,11.9,1300,9.1,1204,-16.3,6.3,1.0,-1.2,-1.5,0.9,5.7,10.1,12.5,-,-,-,-,7.8,7.8,1300,3.7,1202,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 12,2019-11-27 11:59:40,000,905.2,1042.6,906.3,1101,905.2,1159,-1.6,6.8,-3.1,-3.1,1159,-4.6,1101,-4.4,4.6,-13.8,-19.9,1.3,26,25,1113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29000,30000,30000,20509,1120,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(05,02,03,)02,03,.",-,-,-,203,1.5,173,1.1,190,1.7,153,2.0,1148,190,3.5,1148,190,3.5,190,3.5,10.1,11.1,1156,7.8,1101,-16.3,4.5,-0.7,-2.0,-2.0,1.0,5.7,10.1,12.5,-,-,-,-,4.6,5.5,1156,3.4,1101,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 11,2019-11-27 11:02:05,000,906.4,1044.2,906.7,1018,906.4,1050,-0.1,7.3,-4.6,-4.2,1048,-5.5,1002,-4.8,4.6,-13.8,-21.2,1.1,26,26,1032,6,0,-,6000,-,-,-,-,-,-,-,-,-,-,-,25100,30000,30000,21916,1002,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,180,"(05,02,03,)02,03,.",-,-,-,257,0.9,237,1.1,241,1.1,190,1.8,1012,147,2.8,1027,147,2.8,147,2.8,7.0,7.6,1054,2.7,1001,-16.3,0.8,-2.5,-3.1,-2.6,1.0,5.7,10.1,12.5,-,-,-,-,3.2,3.7,1055,1.1,1011,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 10,2019-11-27 09:59:47,000,906.6,1044.4,906.9,931,906.6,954,0.6,7.2,-5.3,-5.2,957,-8.1,901,-1.8,4.6,-13.8,-20.6,1.2,29,29,958,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17200,27485,21826,16578,0922,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(05,02,03,).",-,-,-,228,1.7,231,1.2,224,2.1,231,1.2,1000,224,2.1,1000,23,2.4,23,2.4,3.0,3.6,955,-3.4,901,-16.3,-3.1,-4.9,-4.5,-3.3,1.1,5.7,10.1,12.5,-,-,-,-,1.8,2.6,956,-2.4,901,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 09,2019-11-27 08:59:51,000,906.8,1045.2,906.9,839,906.5,801,1.2,7.5,-8.2,-8.2,900,-13.4,801,-1.6,4.6,-13.8,-18.8,1.4,42,42,900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14600,23310,16524,13287,0830,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(05,02,03,).",-,-,-,15,0.8,353,0.7,6,0.8,5,1.0,842,14,1.3,838,23,2.4,23,2.4,-3.8,-3.8,900,-13.7,801,-16.3,-8.4,-7.2,-5.3,-3.4,1.1,5.7,10.1,12.5,-,-,-,-,-2.2,-2.1,859,-14.1,801,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 08,2019-11-27 08:02:06,000,906.5,1046.0,906.5,750,906.0,701,1.5,7.7,-13.4,-13.4,800,-13.8,719,-1.4,4.6,-13.8,-19.3,1.3,61,59,701,10-,0,-,6000,-,-,-,-,-,-,-,-,-,-,-,20100,19037,20154,19731,0737,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,720,"(05,02,03,).",-,0,-,316,0.8,333,0.5,317,0.8,356,1.2,721,349,1.6,713,23,2.4,23,2.4,-14.0,-14.0,800,-16.3,717,-16.3,-10.6,-7.8,-5.3,-3.3,1.2,5.8,10.1,12.5,0,16,-,-,-14.5,-14.5,800,-18.5,721,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 07,2019-11-27 06:59:47,000,906.0,1045.0,906.1,654,905.6,601,1.3,7.8,-13.4,-12.3,601,-13.4,659,-1.1,4.6,-13.4,-19.9,1.3,58,54,601,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27800,26194,27848,27848,0700,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(05,).",-,-,-,360,0.9,343,0.8,6,1.0,320,1.0,601,312,1.2,603,23,2.4,23,2.4,-16.1,-15.2,601,-16.1,657,-16.1,-10.5,-7.4,-5.0,-3.0,1.2,5.8,10.1,12.5,-,-,-,-,-17.7,-16.0,602,-17.7,656,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 06,2019-11-27 05:59:47,000,905.6,1043.5,905.6,546,905.0,501,1.0,8.2,-12.3,-11.8,510,-12.7,501,-0.5,4.6,-12.7,-19.7,1.3,54,53,546,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28100,30000,28222,25228,0501,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(05,).",-,-,-,309,1.0,324,1.1,315,1.1,16,1.8,508,23,2.4,508,23,2.4,23,2.4,-15.3,-14.9,514,-15.6,530,-15.6,-10.2,-7.1,-4.7,-2.7,1.3,5.8,10.1,12.5,-,-,-,-,-16.1,-15.3,545,-17.2,532,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 05,2019-11-27 04:59:43,000,905.0,1042.3,905.1,454,904.7,401,0.6,7.9,-12.7,-12.3,401,-12.7,428,-1.3,4.6,-12.7,-19.0,1.4,59,57,401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24800,24497,24996,24828,0416,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(05,).",-,-,-,5,1.5,341,0.9,360,1.8,341,0.9,500,360,1.8,500,281,2.2,43,2.3,-15.5,-15.0,401,-15.5,446,-15.5,-9.9,-6.8,-4.4,-2.4,1.3,5.8,10.1,12.5,-,-,-,-,-17.2,-16.5,437,-17.5,418,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 04,2019-11-27 03:59:48,000,904.7,1041.3,904.7,358,904.5,317,0.7,7.6,-12.3,-11.7,301,-12.3,358,-0.3,4.6,-12.6,-19.1,1.4,57,56,351,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23900,26889,25449,20424,0312,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(05,).",-,-,-,23,0.6,324,0.3,37,0.7,12,1.3,327,14,1.5,321,43,2.3,77,3.5,-15.0,-14.7,301,-15.2,355,-15.2,-9.5,-6.3,-4.0,-2.1,1.4,5.8,10.1,12.5,-,-,-,-,-16.5,-16.4,301,-17.3,354,-,-,-,-,-
53578/朔州,小时数据,2019-11-27 03,2019-11-27 02:59:53,000,904.6,1040.8,904.6,259,904.4,201,1.1,7.3,-11.7,-10.7,201,-11.7,300,-0.4,4.6,-12.6,-18.5,1.4,57,55,201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20700,20593,20887,17135,0207,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(05,).",-,-,-,341,1.1,346,1.0,346,1.1,350,1.0,258,346,1.2,257,43,2.3,125,4.6,-14.7,-14.1,205,-14.7,257,-14.7,-9.0,-5.8,-3.5,-1.8,1.4,5.8,10.1,12.5,-,-,-,-,-16.3,-15.7,252,-16.4,205,-,-,-,-,-
