区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,气温,水汽压,相对湿度,1分钟平均水平能见度,降水量,小时蒸发量,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,地面温度,草面（雪面）温度,总云量,低云量,水平能见度（人工）
53759/石楼,小时数据,2024-12-28 23,2024-12-28 23:00:41,000,896.9,1033.3,-9.6,1.4,46,12247,0.0,-,185,1.4,196,1.4,-18.1,-17.1,-,-,11400
53759/石楼,小时数据,2024-12-28 22,2024-12-28 22:00:39,000,897.4,1034.8,-9.5,1.4,47,11049,0.0,-,187,1.1,224,0.6,-17.8,-16.7,-,-,11100
53759/石楼,小时数据,2024-12-28 21,2024-12-28 21:00:40,000,897.5,1035.6,-8.3,1.4,42,11838,0.0,-,126,1.7,94,0.5,-17.3,-15.1,-,-,11200
53759/石楼,小时数据,2024-12-28 20,2024-12-28 20:00:46,000,897.0,1035.3,-7.7,1.4,41,10843,0.0,-,PPC,0.0,25,0.3,-16.4,-13.4,-,-,11100
53759/石楼,小时数据,2024-12-28 19,2024-12-28 19:00:41,000,896.8,1034.4,-5.8,1.4,35,10912,0.0,-,354,0.3,PPC,0.2,-15.3,-15.5,-,-,10800
53759/石楼,小时数据,2024-12-28 18,2024-12-28 18:00:40,000,897.2,1034.4,-4.0,1.4,31,12358,0.0,-,10,1.0,352,1.0,-13.5,-10.8,-,-,12700
53759/石楼,小时数据,2024-12-28 17,2024-12-28 17:00:40,000,897.8,1034.6,-2.1,1.4,26,15181,0.0,-,317,1.6,311,1.3,-9.5,-0.2,-,-,14600
53759/石楼,小时数据,2024-12-28 16,2024-12-28 16:00:41,000,898.1,1034.4,-1.3,1.3,24,14675,0.0,-,321,2.1,322,1.8,-4.2,7.1,-,-,14400
53759/石楼,小时数据,2024-12-28 15,2024-12-28 15:00:41,000,898.5,1034.6,-1.1,1.3,23,15226,0.0,-,334,1.6,335,1.0,-0.7,8.5,-,-,14700
53759/石楼,小时数据,2024-12-28 14,2024-12-28 14:00:42,000,899.5,1036.0,-1.9,1.3,25,15248,0.0,-,353,2.0,352,1.8,1.4,10.0,-,-,14900
53759/石楼,小时数据,2024-12-28 13,2024-12-28 13:00:42,000,900.8,1037.7,-3.2,1.3,27,14952,0.0,-,9,1.7,338,1.4,1.2,9.9,-,-,14900
53759/石楼,小时数据,2024-12-28 12,2024-12-28 12:00:42,000,902.1,1039.5,-4.5,1.3,30,14691,0.0,-,14,1.4,7,1.5,-0.8,7.3,-,-,15000
